Resource,P2P (SFL),Date
Wood,0.03207703,2024-12-01 04:00
Stone,0.108695,2024-12-01 04:00
Iron,0.55598,2024-12-01 04:00
Gold,1.89,2024-12-01 04:00
Egg,0.03747727,2024-12-01 04:00
Honey,0.17311429,2024-12-01 04:00
Crimstone,4.22944444,2024-12-01 04:00
Leather,0.2299,2024-12-01 04:00
Wool,0.01944,2024-12-01 04:00
Merino Wool,0.379,2024-12-01 04:00
Feather,0.0068,2024-12-01 04:00
Milk,0.422475,2024-12-01 04:00
Goblin Emblem,0.096,2024-12-01 04:00
Bumpkin Emblem,0.118,2024-12-01 04:00
Sunflorian Emblem,0.12,2024-12-01 04:00
Nightshade Emblem,0.0825,2024-12-01 04:00
Sunflower,0.0011,2024-12-01 04:30
Potato,0.0018,2024-12-01 04:30
Pumpkin,0.0019,2024-12-01 04:30
Carrot,0.00371279,2024-12-01 04:30
Cabbage,0.00379369,2024-12-01 04:30
Beetroot,0.01233333,2024-12-01 04:30
Cauliflower,0.0128,2024-12-01 04:30
Parsnip,0.0227665,2024-12-01 04:30
Radish,0.07136463,2024-12-01 04:30
Wheat,0.08620581,2024-12-01 04:30
Kale,0.076324,2024-12-01 04:30
Apple,0.0722,2024-12-01 04:30
Blueberry,0.051135,2024-12-01 04:30
Orange,0.06898,2024-12-01 04:30
Eggplant,0.02132462,2024-12-01 04:30
Corn,0.04063,2024-12-01 04:30
Banana,0.06136,2024-12-01 04:30
Soybean,0.0058,2024-12-01 04:30
Grape,0.78488235,2024-12-01 04:30
Rice,0.80663,2024-12-01 04:30
Olive,1.015,2024-12-01 04:30
Tomato,0.014282,2024-12-01 04:30
Lemon,0.027,2024-12-01 04:30
Barley,0.11197,2024-12-01 04:30
Wood,0.03198444,2024-12-01 04:30
Stone,0.110465,2024-12-01 04:30
Iron,0.558,2024-12-01 04:30
Gold,1.8898,2024-12-01 04:30
Egg,0.0375,2024-12-01 04:30
Honey,0.173,2024-12-01 04:30
Crimstone,4.229,2024-12-01 04:30
Leather,0.2299,2024-12-01 04:30
Wool,0.01943896,2024-12-01 04:30
Merino Wool,0.379,2024-12-01 04:30
Feather,0.00846,2024-12-01 04:30
Milk,0.4233,2024-12-01 04:30
Goblin Emblem,0.096,2024-12-01 04:30
Bumpkin Emblem,0.118,2024-12-01 04:30
Sunflorian Emblem,0.12,2024-12-01 04:30
Nightshade Emblem,0.0825,2024-12-01 04:30
Sunflower,0.0011,2024-12-01 05:00
Potato,0.00189995,2024-12-01 05:00
Pumpkin,0.0019,2024-12-01 05:00
Carrot,0.0037098,2024-12-01 05:00
Cabbage,0.00379368,2024-12-01 05:00
Beetroot,0.01233333,2024-12-01 05:00
Cauliflower,0.0128,2024-12-01 05:00
Parsnip,0.02276505,2024-12-01 05:00
Radish,0.0714,2024-12-01 05:00
Wheat,0.08678,2024-12-01 05:00
Kale,0.07632553,2024-12-01 05:00
Apple,0.0722,2024-12-01 05:00
Blueberry,0.05113443,2024-12-01 05:00
Orange,0.0689,2024-12-01 05:00
Eggplant,0.021323,2024-12-01 05:00
Corn,0.04062941,2024-12-01 05:00
Banana,0.06136,2024-12-01 05:00
Soybean,0.005649,2024-12-01 05:00
Grape,0.7848,2024-12-01 05:00
Rice,0.80663,2024-12-01 05:00
Olive,1.015,2024-12-01 05:00
Tomato,0.01428,2024-12-01 05:00
Lemon,0.026999,2024-12-01 05:00
Barley,0.11196744,2024-12-01 05:00
Wood,0.031984,2024-12-01 05:00
Stone,0.1105,2024-12-01 05:00
Iron,0.558,2024-12-01 05:00
Gold,1.88666667,2024-12-01 05:00
Egg,0.0375,2024-12-01 05:00
Honey,0.173,2024-12-01 05:00
Crimstone,4.229,2024-12-01 05:00
Leather,0.2299,2024-12-01 05:00
Wool,0.01944,2024-12-01 05:00
Merino Wool,0.379,2024-12-01 05:00
Feather,0.00846,2024-12-01 05:00
Milk,0.4232,2024-12-01 05:00
Goblin Emblem,0.096,2024-12-01 05:00
Bumpkin Emblem,0.118,2024-12-01 05:00
Sunflorian Emblem,0.12,2024-12-01 05:00
Nightshade Emblem,0.0825,2024-12-01 05:00
Sunflower,0.0011,2024-12-01 05:15
Potato,0.00189975,2024-12-01 05:15
Pumpkin,0.0019,2024-12-01 05:15
Carrot,0.0037098,2024-12-01 05:15
Cabbage,0.0037936,2024-12-01 05:15
Beetroot,0.01264975,2024-12-01 05:15
Cauliflower,0.0128,2024-12-01 05:15
Parsnip,0.022756,2024-12-01 05:15
Radish,0.07164857,2024-12-01 05:15
Wheat,0.083999,2024-12-01 05:15
Kale,0.07632105,2024-12-01 05:15
Apple,0.0722,2024-12-01 05:15
Blueberry,0.05111667,2024-12-01 05:15
Orange,0.06889667,2024-12-01 05:15
Eggplant,0.02132333,2024-12-01 05:15
Corn,0.04063,2024-12-01 05:15
Banana,0.06,2024-12-01 05:15
Soybean,0.00564972,2024-12-01 05:15
Grape,0.77,2024-12-01 05:15
Rice,0.80663,2024-12-01 05:15
Olive,1.015,2024-12-01 05:15
Tomato,0.01428,2024-12-01 05:15
Lemon,0.02699857,2024-12-01 05:15
Barley,0.11197209,2024-12-01 05:15
Wood,0.031984,2024-12-01 05:15
Stone,0.1075,2024-12-01 05:15
Iron,0.5574,2024-12-01 05:15
Gold,1.88664,2024-12-01 05:15
Egg,0.037,2024-12-01 05:15
Honey,0.17283333,2024-12-01 05:15
Crimstone,4.22,2024-12-01 05:15
Leather,0.2299,2024-12-01 05:15
Wool,0.01943913,2024-12-01 05:15
Merino Wool,0.37897778,2024-12-01 05:15
Feather,0.0084,2024-12-01 05:15
Milk,0.42317273,2024-12-01 05:15
Goblin Emblem,0.096,2024-12-01 05:15
Bumpkin Emblem,0.118,2024-12-01 05:15
Sunflorian Emblem,0.12,2024-12-01 05:15
Nightshade Emblem,0.0825,2024-12-01 05:15
Sunflower,0.0010998,2024-12-01 05:45
Potato,0.00189975,2024-12-01 05:45
Pumpkin,0.0019,2024-12-01 05:45
Carrot,0.0037098,2024-12-01 05:45
Cabbage,0.0037935,2024-12-01 05:45
Beetroot,0.01264975,2024-12-01 05:45
Cauliflower,0.012543,2024-12-01 05:45
Parsnip,0.022755,2024-12-01 05:45
Radish,0.07163913,2024-12-01 05:45
Wheat,0.083,2024-12-01 05:45
Kale,0.07631927,2024-12-01 05:45
Apple,0.06923077,2024-12-01 05:45
Blueberry,0.05111667,2024-12-01 05:45
Orange,0.0688,2024-12-01 05:45
Eggplant,0.021321,2024-12-01 05:45
Corn,0.0405,2024-12-01 05:45
Banana,0.06,2024-12-01 05:45
Soybean,0.00564945,2024-12-01 05:45
Grape,0.77,2024-12-01 05:45
Rice,0.80142,2024-12-01 05:45
Olive,1.015,2024-12-01 05:45
Tomato,0.01427727,2024-12-01 05:45
Lemon,0.02693133,2024-12-01 05:45
Barley,0.1119625,2024-12-01 05:45
Wood,0.0318468,2024-12-01 05:45
Stone,0.107756,2024-12-01 05:45
Iron,0.5574,2024-12-01 05:45
Gold,1.88635714,2024-12-01 05:45
Egg,0.037,2024-12-01 05:45
Honey,0.1728125,2024-12-01 05:45
Crimstone,4.2,2024-12-01 05:45
Leather,0.2299,2024-12-01 05:45
Wool,0.01943913,2024-12-01 05:45
Merino Wool,0.37896,2024-12-01 05:45
Feather,0.0084,2024-12-01 05:45
Milk,0.42316,2024-12-01 05:45
Goblin Emblem,0.096,2024-12-01 05:45
Bumpkin Emblem,0.118,2024-12-01 05:45
Sunflorian Emblem,0.12,2024-12-01 05:45
Nightshade Emblem,0.0825,2024-12-01 05:45
Sunflower,0.0011,2024-12-01 06:00
Potato,0.0017,2024-12-01 06:00
Pumpkin,0.0019,2024-12-01 06:00
Carrot,0.0037098,2024-12-01 06:00
Cabbage,0.00379345,2024-12-01 06:00
Beetroot,0.012645,2024-12-01 06:00
Cauliflower,0.01302,2024-12-01 06:00
Parsnip,0.021,2024-12-01 06:00
Radish,0.071628,2024-12-01 06:00
Wheat,0.08199667,2024-12-01 06:00
Kale,0.07631818,2024-12-01 06:00
Apple,0.06923077,2024-12-01 06:00
Blueberry,0.051107,2024-12-01 06:00
Orange,0.06206897,2024-12-01 06:00
Eggplant,0.021321,2024-12-01 06:00
Corn,0.0405,2024-12-01 06:00
Banana,0.0599,2024-12-01 06:00
Soybean,0.00564643,2024-12-01 06:00
Grape,0.75,2024-12-01 06:00
Rice,0.80663,2024-12-01 06:00
Olive,1.015,2024-12-01 06:00
Tomato,0.01427625,2024-12-01 06:00
Lemon,0.026931,2024-12-01 06:00
Barley,0.11,2024-12-01 06:00
Wood,0.0318,2024-12-01 06:00
Stone,0.107,2024-12-01 06:00
Iron,0.55799,2024-12-01 06:00
Gold,1.88634286,2024-12-01 06:00
Egg,0.039,2024-12-01 06:00
Honey,0.175,2024-12-01 06:00
Crimstone,4.16366667,2024-12-01 06:00
Leather,0.2299,2024-12-01 06:00
Wool,0.01944,2024-12-01 06:00
Merino Wool,0.37896,2024-12-01 06:00
Feather,0.0084,2024-12-01 06:00
Milk,0.42317,2024-12-01 06:00
Goblin Emblem,0.096,2024-12-01 06:00
Bumpkin Emblem,0.118,2024-12-01 06:00
Sunflorian Emblem,0.12,2024-12-01 06:00
Nightshade Emblem,0.0825,2024-12-01 06:00
Sunflower,0.0011,2024-12-01 06:30
Potato,0.001999,2024-12-01 06:30
Pumpkin,0.0019,2024-12-01 06:30
Carrot,0.00370963,2024-12-01 06:30
Cabbage,0.00373331,2024-12-01 06:30
Beetroot,0.0126494,2024-12-01 06:30
Cauliflower,0.01301881,2024-12-01 06:30
Parsnip,0.02275429,2024-12-01 06:30
Radish,0.071611,2024-12-01 06:30
Wheat,0.08499,2024-12-01 06:30
Kale,0.076319,2024-12-01 06:30
Apple,0.07231,2024-12-01 06:30
Blueberry,0.0511,2024-12-01 06:30
Orange,0.068885,2024-12-01 06:30
Eggplant,0.021318,2024-12-01 06:30
Corn,0.04049783,2024-12-01 06:30
Banana,0.06,2024-12-01 06:30
Soybean,0.00564619,2024-12-01 06:30
Grape,0.7699,2024-12-01 06:30
Rice,0.80663,2024-12-01 06:30
Olive,1.014,2024-12-01 06:30
Tomato,0.01426,2024-12-01 06:30
Lemon,0.026931,2024-12-01 06:30
Barley,0.10997551,2024-12-01 06:30
Wood,0.031982,2024-12-01 06:30
Stone,0.111,2024-12-01 06:30
Iron,0.55798889,2024-12-01 06:30
Gold,1.88665,2024-12-01 06:30
Egg,0.03899889,2024-12-01 06:30
Honey,0.16665938,2024-12-01 06:30
Crimstone,4.1636,2024-12-01 06:30
Leather,0.2299,2024-12-01 06:30
Wool,0.01941667,2024-12-01 06:30
Merino Wool,0.37893333,2024-12-01 06:30
Feather,0.00833333,2024-12-01 06:30
Milk,0.42317,2024-12-01 06:30
Goblin Emblem,0.096,2024-12-01 06:30
Bumpkin Emblem,0.118,2024-12-01 06:30
Sunflorian Emblem,0.12,2024-12-01 06:30
Nightshade Emblem,0.0825,2024-12-01 06:30
Sunflower,0.0011,2024-12-01 07:00
Potato,0.001999,2024-12-01 07:00
Pumpkin,0.0019,2024-12-01 07:00
Carrot,0.003708,2024-12-01 07:00
Cabbage,0.00373325,2024-12-01 07:00
Beetroot,0.01264925,2024-12-01 07:00
Cauliflower,0.013018,2024-12-01 07:00
Parsnip,0.0227665,2024-12-01 07:00
Radish,0.071599,2024-12-01 07:00
Wheat,0.08556701,2024-12-01 07:00
Kale,0.07333333,2024-12-01 07:00
Apple,0.07199667,2024-12-01 07:00
Blueberry,0.05108,2024-12-01 07:00
Orange,0.068885,2024-12-01 07:00
Eggplant,0.02,2024-12-01 07:00
Corn,0.0404975,2024-12-01 07:00
Banana,0.06,2024-12-01 07:00
Soybean,0.00564633,2024-12-01 07:00
Grape,0.7699,2024-12-01 07:00
Rice,0.80663,2024-12-01 07:00
Olive,1.014,2024-12-01 07:00
Tomato,0.01426,2024-12-01 07:00
Lemon,0.02692982,2024-12-01 07:00
Barley,0.10989643,2024-12-01 07:00
Wood,0.031848,2024-12-01 07:00
Stone,0.1108475,2024-12-01 07:00
Iron,0.55792857,2024-12-01 07:00
Gold,1.8898,2024-12-01 07:00
Egg,0.03898621,2024-12-01 07:00
Honey,0.16665938,2024-12-01 07:00
Crimstone,4.1635,2024-12-01 07:00
Leather,0.2299,2024-12-01 07:00
Wool,0.01941667,2024-12-01 07:00
Merino Wool,0.37892727,2024-12-01 07:00
Feather,0.00833,2024-12-01 07:00
Milk,0.42317,2024-12-01 07:00
Goblin Emblem,0.096,2024-12-01 07:00
Bumpkin Emblem,0.118,2024-12-01 07:00
Sunflorian Emblem,0.12,2024-12-01 07:00
Nightshade Emblem,0.0825,2024-12-01 07:00
Sunflower,0.0011,2024-12-01 07:15
Potato,0.001999,2024-12-01 07:15
Pumpkin,0.0019,2024-12-01 07:15
Carrot,0.003708,2024-12-01 07:15
Cabbage,0.00373325,2024-12-01 07:15
Beetroot,0.01264908,2024-12-01 07:15
Cauliflower,0.013018,2024-12-01 07:15
Parsnip,0.0225,2024-12-01 07:15
Radish,0.071604,2024-12-01 07:15
Wheat,0.08664941,2024-12-01 07:15
Kale,0.06974342,2024-12-01 07:15
Apple,0.07198667,2024-12-01 07:15
Blueberry,0.05106,2024-12-01 07:15
Orange,0.06888,2024-12-01 07:15
Eggplant,0.02,2024-12-01 07:15
Corn,0.0404,2024-12-01 07:15
Banana,0.05986667,2024-12-01 07:15
Soybean,0.00564625,2024-12-01 07:15
Grape,0.7699,2024-12-01 07:15
Rice,0.80663,2024-12-01 07:15
Olive,1.015,2024-12-01 07:15
Tomato,0.0142587,2024-12-01 07:15
Lemon,0.02692982,2024-12-01 07:15
Barley,0.10988462,2024-12-01 07:15
Wood,0.031848,2024-12-01 07:15
Stone,0.110845,2024-12-01 07:15
Iron,0.557908,2024-12-01 07:15
Gold,1.8898,2024-12-01 07:15
Egg,0.038996,2024-12-01 07:15
Honey,0.175,2024-12-01 07:15
Crimstone,4.16348889,2024-12-01 07:15
Leather,0.2299,2024-12-01 07:15
Wool,0.01941667,2024-12-01 07:15
Merino Wool,0.3789,2024-12-01 07:15
Feather,0.008329,2024-12-01 07:15
Milk,0.42317,2024-12-01 07:15
Goblin Emblem,0.096,2024-12-01 07:15
Bumpkin Emblem,0.118,2024-12-01 07:15
Sunflorian Emblem,0.12,2024-12-01 07:15
Nightshade Emblem,0.0825,2024-12-01 07:15
Sunflower,0.0011,2024-12-01 07:45
Potato,0.001999,2024-12-01 07:45
Pumpkin,0.0019,2024-12-01 07:45
Carrot,0.003708,2024-12-01 07:45
Cabbage,0.003733,2024-12-01 07:45
Beetroot,0.01264932,2024-12-01 07:45
Cauliflower,0.013018,2024-12-01 07:45
Parsnip,0.0227,2024-12-01 07:45
Radish,0.07160167,2024-12-01 07:45
Wheat,0.086662,2024-12-01 07:45
Kale,0.0683604,2024-12-01 07:45
Apple,0.07197778,2024-12-01 07:45
Blueberry,0.05106,2024-12-01 07:45
Orange,0.06887143,2024-12-01 07:45
Eggplant,0.02,2024-12-01 07:45
Corn,0.0404,2024-12-01 07:45
Banana,0.0596,2024-12-01 07:45
Soybean,0.00575667,2024-12-01 07:45
Grape,0.78477778,2024-12-01 07:45
Rice,0.80663,2024-12-01 07:45
Olive,1.015,2024-12-01 07:45
Tomato,0.01424286,2024-12-01 07:45
Lemon,0.02642,2024-12-01 07:45
Barley,0.10988462,2024-12-01 07:45
Wood,0.0318,2024-12-01 07:45
Stone,0.110845,2024-12-01 07:45
Iron,0.55793333,2024-12-01 07:45
Gold,1.8898,2024-12-01 07:45
Egg,0.0389978,2024-12-01 07:45
Honey,0.175,2024-12-01 07:45
Crimstone,4.16348,2024-12-01 07:45
Leather,0.22988889,2024-12-01 07:45
Wool,0.01941667,2024-12-01 07:45
Merino Wool,0.375,2024-12-01 07:45
Feather,0.008,2024-12-01 07:45
Milk,0.42316667,2024-12-01 07:45
Goblin Emblem,0.096,2024-12-01 07:45
Bumpkin Emblem,0.118,2024-12-01 07:45
Sunflorian Emblem,0.12,2024-12-01 07:45
Nightshade Emblem,0.0825,2024-12-01 07:45
Sunflower,0.0011,2024-12-01 08:00
Potato,0.001999,2024-12-01 08:00
Pumpkin,0.00189995,2024-12-01 08:00
Carrot,0.0037,2024-12-01 08:00
Cabbage,0.00373325,2024-12-01 08:00
Beetroot,0.01264932,2024-12-01 08:00
Cauliflower,0.013018,2024-12-01 08:00
Parsnip,0.02258621,2024-12-01 08:00
Radish,0.07158,2024-12-01 08:00
Wheat,0.08677975,2024-12-01 08:00
Kale,0.06835729,2024-12-01 08:00
Apple,0.07197778,2024-12-01 08:00
Blueberry,0.05106,2024-12-01 08:00
Orange,0.06888,2024-12-01 08:00
Eggplant,0.02,2024-12-01 08:00
Corn,0.0404,2024-12-01 08:00
Banana,0.0596,2024-12-01 08:00
Soybean,0.00575667,2024-12-01 08:00
Grape,0.78454545,2024-12-01 08:00
Rice,0.80666667,2024-12-01 08:00
Olive,1.0148,2024-12-01 08:00
Tomato,0.014242,2024-12-01 08:00
Lemon,0.02642,2024-12-01 08:00
Barley,0.109976,2024-12-01 08:00
Wood,0.031982,2024-12-01 08:00
Stone,0.11109744,2024-12-01 08:00
Iron,0.55792,2024-12-01 08:00
Gold,1.8896,2024-12-01 08:00
Egg,0.03899667,2024-12-01 08:00
Honey,0.174,2024-12-01 08:00
Crimstone,4.16348,2024-12-01 08:00
Leather,0.22988889,2024-12-01 08:00
Wool,0.01941667,2024-12-01 08:00
Merino Wool,0.37888462,2024-12-01 08:00
Feather,0.008,2024-12-01 08:00
Milk,0.423,2024-12-01 08:00
Goblin Emblem,0.096,2024-12-01 08:00
Bumpkin Emblem,0.118,2024-12-01 08:00
Sunflorian Emblem,0.12,2024-12-01 08:00
Nightshade Emblem,0.0825,2024-12-01 08:00
Sunflower,0.0011,2024-12-01 08:30
Potato,0.001999,2024-12-01 08:30
Pumpkin,0.00189995,2024-12-01 08:30
Carrot,0.0037,2024-12-01 08:30
Cabbage,0.00373327,2024-12-01 08:30
Beetroot,0.012656,2024-12-01 08:30
Cauliflower,0.013018,2024-12-01 08:30
Parsnip,0.0225,2024-12-01 08:30
Radish,0.07157333,2024-12-01 08:30
Wheat,0.08678,2024-12-01 08:30
Kale,0.0683604,2024-12-01 08:30
Apple,0.07196857,2024-12-01 08:30
Blueberry,0.0511,2024-12-01 08:30
Orange,0.068996,2024-12-01 08:30
Eggplant,0.021316,2024-12-01 08:30
Corn,0.04039583,2024-12-01 08:30
Banana,0.06,2024-12-01 08:30
Soybean,0.005799,2024-12-01 08:30
Grape,0.78,2024-12-01 08:30
Rice,0.80664,2024-12-01 08:30
Olive,1.0148,2024-12-01 08:30
Tomato,0.01424144,2024-12-01 08:30
Lemon,0.02691,2024-12-01 08:30
Barley,0.10999868,2024-12-01 08:30
Wood,0.03192857,2024-12-01 08:30
Stone,0.1115,2024-12-01 08:30
Iron,0.55791429,2024-12-01 08:30
Gold,1.88,2024-12-01 08:30
Egg,0.03899,2024-12-01 08:30
Honey,0.174,2024-12-01 08:30
Crimstone,4.134,2024-12-01 08:30
Leather,0.22988519,2024-12-01 08:30
Wool,0.01944,2024-12-01 08:30
Merino Wool,0.34374,2024-12-01 08:30
Feather,0.008029,2024-12-01 08:30
Milk,0.423,2024-12-01 08:30
Goblin Emblem,0.096,2024-12-01 08:30
Bumpkin Emblem,0.118,2024-12-01 08:30
Sunflorian Emblem,0.12,2024-12-01 08:30
Nightshade Emblem,0.0825,2024-12-01 08:30
Sunflower,0.0011,2024-12-01 08:45
Potato,0.00215,2024-12-01 08:45
Pumpkin,0.002146,2024-12-01 08:45
Carrot,0.0037,2024-12-01 08:45
Cabbage,0.003793,2024-12-01 08:45
Beetroot,0.012656,2024-12-01 08:45
Cauliflower,0.013018,2024-12-01 08:45
Parsnip,0.022499,2024-12-01 08:45
Radish,0.06999792,2024-12-01 08:45
Wheat,0.08499853,2024-12-01 08:45
Kale,0.0683604,2024-12-01 08:45
Apple,0.06796117,2024-12-01 08:45
Blueberry,0.0511,2024-12-01 08:45
Orange,0.06899926,2024-12-01 08:45
Eggplant,0.021316,2024-12-01 08:45
Corn,0.040389,2024-12-01 08:45
Banana,0.0575,2024-12-01 08:45
Soybean,0.00579516,2024-12-01 08:45
Grape,0.78454,2024-12-01 08:45
Rice,0.80666667,2024-12-01 08:45
Olive,1.0148,2024-12-01 08:45
Tomato,0.0125,2024-12-01 08:45
Lemon,0.0264,2024-12-01 08:45
Barley,0.10998182,2024-12-01 08:45
Wood,0.0319,2024-12-01 08:45
Stone,0.11146667,2024-12-01 08:45
Iron,0.5579125,2024-12-01 08:45
Gold,1.85333333,2024-12-01 08:45
Egg,0.0390554,2024-12-01 08:45
Honey,0.174,2024-12-01 08:45
Crimstone,4.134,2024-12-01 08:45
Leather,0.22988519,2024-12-01 08:45
Wool,0.01944,2024-12-01 08:45
Merino Wool,0.343725,2024-12-01 08:45
Feather,0.008029,2024-12-01 08:45
Milk,0.423,2024-12-01 08:45
Goblin Emblem,0.096,2024-12-01 08:45
Bumpkin Emblem,0.118,2024-12-01 08:45
Sunflorian Emblem,0.12,2024-12-01 08:45
Nightshade Emblem,0.0825,2024-12-01 08:45
Sunflower,0.00109995,2024-12-01 09:00
Potato,0.0021,2024-12-01 09:00
Pumpkin,0.002146,2024-12-01 09:00
Carrot,0.00365,2024-12-01 09:00
Cabbage,0.00379345,2024-12-01 09:00
Beetroot,0.0125,2024-12-01 09:00
Cauliflower,0.013018,2024-12-01 09:00
Parsnip,0.022495,2024-12-01 09:00
Radish,0.0689,2024-12-01 09:00
Wheat,0.0824439,2024-12-01 09:00
Kale,0.0683604,2024-12-01 09:00
